fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,log_residual_sugar,log_chlorides,log_total_sulfur_dioxide,log_sulphates
9.2,0.43,0.52,2.3,0.083,23.0,0.9976,3.35,0.61,11.3,6,1.1939224684724346,0.07973496801885356,3.1780538303479458,0.4762341789963716
6.8,0.59,0.1,1.7,0.063,53.0,0.9958,3.41,0.67,9.7,5,0.9932517730102833,0.061095099359810875,3.9889840465642745,0.5128236264286637
6.3,0.6,0.1,1.6,0.048,26.0,0.99306,3.55,0.51,12.1,5,0.9555114450274363,0.04688358589885042,3.295836866004329,0.412109650826833
9.1,0.5,0.3,1.9,0.065,17.0,0.99774,3.32,0.71,10.5,6,1.0647107369924282,0.06297479916138844,2.8903717578961645,0.5364933705145685
6.6,0.96,0.0,1.8,0.0819999999999999,16.0,0.9936,3.5,0.44,11.9,6,1.0296194171811583,0.0788111804242897,2.833213344056216,0.36464311358790924
6.3,0.57,0.28,2.1,0.048,49.0,0.99374,3.41,0.6,12.8,5,1.1314021114911006,0.04688358589885042,3.912023005428146,0.4700036292457355
8.6,0.685,0.1,1.6,0.092,12.0,0.99745,3.31,0.65,9.55,6,0.9555114450274363,0.0880108773227133,2.5649493574615367,0.5007752879124893
6.4,0.53,0.09,3.9,0.123,31.0,0.9968,3.5,0.67,11.0,4,1.589235205116581,0.11600367575630613,3.4657359027997265,0.5128236264286637
7.4,0.49,0.19,3.0,0.077,37.0,0.9966,3.37,0.51,10.5,5,1.3862943611198906,0.07417939817425151,3.6375861597263857,0.412109650826833
8.0,0.83,0.27,2.0,0.08,63.0,0.99652,3.29,0.48,9.8,4,1.0986122886681098,0.07696104113612832,4.1588830833596715,0.3920420877760237
9.0,0.4,0.41,2.0,0.0579999999999999,40.0,0.99414,3.22,0.6,12.2,6,1.0986122886681098,0.056380333436107544,3.713572066704308,0.4700036292457355
4.7,0.6,0.17,2.3,0.0579999999999999,106.0,0.9932,3.85,0.6,12.9,6,1.1939224684724346,0.056380333436107544,4.672828834461906,0.4700036292457355
6.5,0.61,0.0,2.2,0.095,59.0,0.99541,3.61,0.7,11.5,6,1.1631508098056809,0.09075436326846414,4.0943445622221,0.5306282510621704
7.3,0.34,0.33,2.5,0.064,37.0,0.9952,3.35,0.77,12.1,7,1.252762968495368,0.06203539091945264,3.6375861597263857,0.5709795465857378
8.5,0.46,0.59,1.4,0.414,45.0,0.99702,3.03,1.34,9.2,5,0.8754687373538999,0.346422567474381,3.828641396489095,0.8501509293696101
6.4,0.36,0.21,2.2,0.047,48.0,0.99661,3.47,0.77,9.7,6,1.1631508098056809,0.045928931888399804,3.8918202981106265,0.5709795465857378
7.2,0.49,0.18,2.7,0.069,34.0,0.9967,3.29,0.48,9.2,6,1.308332819650179,0.06672363204290818,3.5553480614894135,0.3920420877760237
10.2,0.44,0.58,4.1,0.092,24.0,0.99745,3.29,0.99,12.0,7,1.62924053973028,0.0880108773227133,3.2188758248682006,0.688134638736401
7.8,0.34,0.37,2.0,0.0819999999999999,58.0,0.9964,3.34,0.59,9.4,6,1.0986122886681098,0.0788111804242897,4.07753744390572,0.4637340162321401
9.7,0.42,0.46,2.1,0.074,16.0,0.99649,3.27,0.74,12.3,6,1.1314021114911006,0.07138999608667294,2.833213344056216,0.5538851132264376
7.2,0.6,0.04,2.5,0.076,88.0,0.99745,3.53,0.55,9.5,5,1.252762968495368,0.07325046173959267,4.48863636973214,0.4382549309311553
6.9,0.36,0.25,2.4,0.098,16.0,0.9964,3.41,0.6,10.1,6,1.2237754316221157,0.09349034308733889,2.833213344056216,0.4700036292457355
9.5,0.86,0.26,1.9,0.079,28.0,0.99712,3.25,0.62,10.0,5,1.0647107369924282,0.0760346862759976,3.367295829986474,0.4824261492442927
9.3,0.36,0.39,1.5,0.08,55.0,0.99652,3.47,0.73,10.9,6,0.9162907318741551,0.07696104113612832,4.02535169073515,0.5481214085096876
9.2,0.92,0.24,2.6,0.087,93.0,0.9998,3.48,0.54,9.8,5,1.2809338454620642,0.08342160813907239,4.543294782270004,0.43178241642553783
7.9,0.57,0.31,2.0,0.079,79.0,0.99677,3.29,0.69,9.5,6,1.0986122886681098,0.0760346862759976,4.382026634673881,0.5247285289349821
12.0,0.38,0.56,2.1,0.093,24.0,0.99925,3.14,0.71,10.9,6,1.1314021114911006,0.08892620919440151,3.2188758248682006,0.5364933705145685
8.5,0.4,0.4,6.3,0.05,10.0,0.99566,3.28,0.56,12.0,4,1.9878743481543455,0.04879016416943201,2.3978952727983707,0.44468582126144574
6.1,0.32,0.25,2.3,0.071,58.0,0.99633,3.42,0.97,10.6,5,1.1939224684724346,0.06859279146561172,4.07753744390572,0.6780335427498971
8.0,0.25,0.43,1.7,0.067,50.0,0.9946,3.38,0.6,11.9,6,0.9932517730102833,0.06485097231961631,3.9318256327243257,0.4700036292457355
